user_id,skill_name,correct,order_id,timestamp
student_001,ch4,0,1,2026-08-29T09:03
student_001,ch4,0,2,2026-08-29T09:07
student_001,ch4,0,3,2026-08-29T09:11
student_001,ch4,0,4,2026-08-29T09:13
student_001,ch4,0,5,2026-08-29T09:16
student_001,ch4,0,6,2026-08-29T09:20
student_001,ch4,0,7,2026-08-29T09:24
student_001,ch4,0,8,2026-08-29T09:26
student_001,ch4,0,9,2026-08-29T09:27
student_001,ch5,1,1,2026-08-29T09:29
student_001,ch5,0,2,2026-08-29T09:33
student_001,ch5,0,3,2026-08-29T09:37
student_001,ch5,0,4,2026-08-29T09:41
student_001,ch5,0,5,2026-08-29T09:42
student_001,ch1,0,1,2026-08-29T09:45
student_001,ch1,0,2,2026-08-29T09:48
student_001,ch1,1,3,2026-08-29T09:52
student_001,ch1,1,4,2026-08-29T09:53
student_001,ch1,0,5,2026-08-29T09:56
student_001,ch7,0,1,2026-08-29T09:57
student_001,ch7,0,2,2026-08-29T10:00
student_001,ch7,0,3,2026-08-29T10:02
student_001,ch7,1,4,2026-08-29T10:04
student_001,ch7,0,5,2026-08-29T10:05
student_001,ch7,0,6,2026-08-29T10:09
student_001,ch2,0,1,2026-08-29T10:12
student_001,ch2,0,2,2026-08-29T10:14
student_001,ch2,0,3,2026-08-29T10:15
student_001,ch2,0,4,2026-08-29T10:19
student_001,ch2,0,5,2026-08-29T10:21
student_001,ch2,0,6,2026-08-29T10:25
student_001,ch2,0,7,2026-08-29T10:27
student_001,ch0,0,1,2026-08-29T10:29
student_001,ch0,0,2,2026-08-29T10:31
student_001,ch0,0,3,2026-08-29T10:35
student_001,ch0,0,4,2026-08-29T10:38
student_001,ch0,0,5,2026-08-29T10:42
student_001,ch0,0,6,2026-08-29T10:44
student_001,ch0,0,7,2026-08-29T10:45
student_001,ch0,0,8,2026-08-29T10:47
student_001,ch0,0,9,2026-08-29T10:48
student_001,ch6,1,1,2026-08-29T10:49
student_001,ch6,0,2,2026-08-29T10:52
student_001,ch6,1,3,2026-08-29T10:54
student_001,ch6,1,4,2026-08-29T10:58
student_001,ch6,1,5,2026-08-29T11:00
student_001,ch6,0,6,2026-08-29T11:04
student_001,ch6,1,7,2026-08-29T11:08
student_001,ch6,0,8,2026-08-29T11:10
student_001,ch6,1,9,2026-08-29T11:14
student_001,ch6,1,10,2026-08-29T11:18
student_001,ch3,1,1,2026-08-29T11:19
student_001,ch3,1,2,2026-08-29T11:22
student_001,ch3,0,3,2026-08-29T11:23
student_001,ch3,1,4,2026-08-29T11:25
student_001,ch3,0,5,2026-08-29T11:27
student_001,ch3,1,6,2026-08-29T11:30
student_001,ch3,1,7,2026-08-29T11:31
student_001,ch3,1,8,2026-08-29T11:32
student_001,ch3,1,9,2026-08-29T11:33
student_001,ch3,0,10,2026-08-29T11:35
student_002,ch7,0,1,2026-08-29T09:03
student_002,ch7,0,2,2026-08-29T09:07
student_002,ch7,0,3,2026-08-29T09:11
student_002,ch7,0,4,2026-08-29T09:14
student_002,ch7,0,5,2026-08-29T09:15
student_002,ch0,1,1,2026-08-29T09:18
student_002,ch0,1,2,2026-08-29T09:22
student_002,ch0,0,3,2026-08-29T09:24
student_002,ch0,1,4,2026-08-29T09:25
student_002,ch0,0,5,2026-08-29T09:26
student_002,ch0,0,6,2026-08-29T09:28
student_002,ch0,1,7,2026-08-29T09:30
student_002,ch0,0,8,2026-08-29T09:31
student_002,ch0,0,9,2026-08-29T09:35
student_002,ch4,0,1,2026-08-29T09:38
student_002,ch4,1,2,2026-08-29T09:41
student_002,ch4,1,3,2026-08-29T09:45
student_002,ch4,1,4,2026-08-29T09:48
student_002,ch4,1,5,2026-08-29T09:49
student_002,ch4,1,6,2026-08-29T09:50
student_002,ch4,1,7,2026-08-29T09:52
student_002,ch4,1,8,2026-08-29T09:54
student_002,ch4,0,9,2026-08-29T09:55
student_002,ch1,1,1,2026-08-29T09:59
student_002,ch1,0,2,2026-08-29T10:02
student_002,ch1,0,3,2026-08-29T10:03
student_002,ch1,0,4,2026-08-29T10:06
student_002,ch1,0,5,2026-08-29T10:07
student_002,ch1,0,6,2026-08-29T10:09
student_002,ch1,1,7,2026-08-29T10:10
student_002,ch5,1,1,2026-08-29T10:12
student_002,ch5,0,2,2026-08-29T10:14
student_002,ch5,0,3,2026-08-29T10:17
student_002,ch5,0,4,2026-08-29T10:20
student_002,ch5,0,5,2026-08-29T10:21
student_002,ch5,1,6,2026-08-29T10:25
student_002,ch6,1,1,2026-08-29T10:27
student_002,ch6,0,2,2026-08-29T10:30
student_002,ch6,1,3,2026-08-29T10:34
student_002,ch6,0,4,2026-08-29T10:38
student_002,ch6,0,5,2026-08-29T10:39
student_002,ch3,0,1,2026-08-29T10:40
student_002,ch3,0,2,2026-08-29T10:42
student_002,ch3,0,3,2026-08-29T10:43
student_002,ch3,0,4,2026-08-29T10:44
student_002,ch3,0,5,2026-08-29T10:46
student_002,ch3,0,6,2026-08-29T10:47
student_002,ch3,0,7,2026-08-29T10:51
student_002,ch3,0,8,2026-08-29T10:53
student_002,ch3,0,9,2026-08-29T10:55
student_002,ch3,0,10,2026-08-29T10:57
student_002,ch2,1,1,2026-08-29T11:00
student_002,ch2,0,2,2026-08-29T11:04
student_002,ch2,0,3,2026-08-29T11:06
student_002,ch2,1,4,2026-08-29T11:07
student_002,ch2,1,5,2026-08-29T11:08
student_003,ch4,1,1,2026-08-29T09:03
student_003,ch4,1,2,2026-08-29T09:04
student_003,ch4,0,3,2026-08-29T09:07
student_003,ch4,1,4,2026-08-29T09:11
student_003,ch4,0,5,2026-08-29T09:14
student_003,ch4,0,6,2026-08-29T09:15
student_003,ch4,0,7,2026-08-29T09:18
student_003,ch4,1,8,2026-08-29T09:21
student_003,ch4,1,9,2026-08-29T09:25
student_003,ch4,1,10,2026-08-29T09:28
student_003,ch0,1,1,2026-08-29T09:30
student_003,ch0,1,2,2026-08-29T09:34
student_003,ch0,1,3,2026-08-29T09:36
student_003,ch0,1,4,2026-08-29T09:37
student_003,ch0,0,5,2026-08-29T09:40
student_003,ch0,0,6,2026-08-29T09:41
student_003,ch0,0,7,2026-08-29T09:44
student_003,ch0,1,8,2026-08-29T09:48
student_003,ch0,1,9,2026-08-29T09:51
student_003,ch5,1,1,2026-08-29T09:55
student_003,ch5,0,2,2026-08-29T09:57
student_003,ch5,0,3,2026-08-29T10:00
student_003,ch5,1,4,2026-08-29T10:01
student_003,ch5,1,5,2026-08-29T10:03
student_003,ch5,1,6,2026-08-29T10:06
student_003,ch2,0,1,2026-08-29T10:10
student_003,ch2,0,2,2026-08-29T10:12
student_003,ch2,0,3,2026-08-29T10:15
student_003,ch2,0,4,2026-08-29T10:18
student_003,ch2,1,5,2026-08-29T10:20
student_003,ch2,0,6,2026-08-29T10:22
student_003,ch2,0,7,2026-08-29T10:24
student_003,ch2,1,8,2026-08-29T10:26
student_003,ch3,0,1,2026-08-29T10:27
student_003,ch3,0,2,2026-08-29T10:29
student_003,ch3,0,3,2026-08-29T10:33
student_003,ch3,0,4,2026-08-29T10:35
student_003,ch3,1,5,2026-08-29T10:36
student_003,ch3,0,6,2026-08-29T10:37
student_003,ch3,0,7,2026-08-29T10:39
student_003,ch3,1,8,2026-08-29T10:43
student_003,ch3,1,9,2026-08-29T10:45
student_003,ch6,1,1,2026-08-29T10:49
student_003,ch6,0,2,2026-08-29T10:52
student_003,ch6,0,3,2026-08-29T10:56
student_003,ch6,0,4,2026-08-29T11:00
student_003,ch6,0,5,2026-08-29T11:04
student_003,ch1,0,1,2026-08-29T11:08
student_003,ch1,1,2,2026-08-29T11:10
student_003,ch1,0,3,2026-08-29T11:13
student_003,ch1,0,4,2026-08-29T11:17
student_003,ch1,0,5,2026-08-29T11:20
student_003,ch1,0,6,2026-08-29T11:23
student_003,ch1,1,7,2026-08-29T11:26
student_003,ch1,1,8,2026-08-29T11:27
student_003,ch1,1,9,2026-08-29T11:29
student_003,ch1,1,10,2026-08-29T11:31
student_003,ch7,1,1,2026-08-29T11:34
student_003,ch7,1,2,2026-08-29T11:38
student_003,ch7,1,3,2026-08-29T11:42
student_003,ch7,1,4,2026-08-29T11:43
student_003,ch7,0,5,2026-08-29T11:47
student_004,ch4,0,1,2026-08-29T09:01
student_004,ch4,0,2,2026-08-29T09:05
student_004,ch4,0,3,2026-08-29T09:09
student_004,ch4,0,4,2026-08-29T09:10
student_004,ch4,0,5,2026-08-29T09:11
student_004,ch4,1,6,2026-08-29T09:15
student_004,ch4,1,7,2026-08-29T09:19
student_004,ch6,0,1,2026-08-29T09:21
student_004,ch6,0,2,2026-08-29T09:24
student_004,ch6,0,3,2026-08-29T09:28
student_004,ch6,0,4,2026-08-29T09:32
student_004,ch6,0,5,2026-08-29T09:33
student_004,ch6,0,6,2026-08-29T09:34
student_004,ch6,0,7,2026-08-29T09:37
student_004,ch1,0,1,2026-08-29T09:38
student_004,ch1,0,2,2026-08-29T09:40
student_004,ch1,0,3,2026-08-29T09:41
student_004,ch1,0,4,2026-08-29T09:43
student_004,ch1,0,5,2026-08-29T09:44
student_004,ch3,0,1,2026-08-29T09:47
student_004,ch3,0,2,2026-08-29T09:49
student_004,ch3,0,3,2026-08-29T09:50
student_004,ch3,0,4,2026-08-29T09:52
student_004,ch3,0,5,2026-08-29T09:53
student_004,ch3,0,6,2026-08-29T09:56
student_004,ch5,0,1,2026-08-29T09:58
student_004,ch5,1,2,2026-08-29T10:00
student_004,ch5,1,3,2026-08-29T10:03
student_004,ch5,0,4,2026-08-29T10:04
student_004,ch5,0,5,2026-08-29T10:05
student_004,ch5,1,6,2026-08-29T10:09
student_004,ch5,0,7,2026-08-29T10:10
student_004,ch5,0,8,2026-08-29T10:13
student_004,ch2,0,1,2026-08-29T10:14
student_004,ch2,0,2,2026-08-29T10:17
student_004,ch2,0,3,2026-08-29T10:21
student_004,ch2,0,4,2026-08-29T10:25
student_004,ch2,0,5,2026-08-29T10:28
student_004,ch2,0,6,2026-08-29T10:32
student_004,ch2,0,7,2026-08-29T10:35
student_004,ch2,0,8,2026-08-29T10:37
student_004,ch0,1,1,2026-08-29T10:41
student_004,ch0,1,2,2026-08-29T10:45
student_004,ch0,0,3,2026-08-29T10:49
student_004,ch0,1,4,2026-08-29T10:53
student_004,ch0,0,5,2026-08-29T10:55
student_004,ch7,0,1,2026-08-29T10:58
student_004,ch7,0,2,2026-08-29T11:01
student_004,ch7,0,3,2026-08-29T11:03
student_004,ch7,1,4,2026-08-29T11:07
student_004,ch7,0,5,2026-08-29T11:09
student_004,ch7,0,6,2026-08-29T11:13
student_004,ch7,0,7,2026-08-29T11:14
student_005,ch0,0,1,2026-08-29T09:03
student_005,ch0,0,2,2026-08-29T09:07
student_005,ch0,0,3,2026-08-29T09:10
student_005,ch0,0,4,2026-08-29T09:12
student_005,ch0,0,5,2026-08-29T09:14
student_005,ch0,0,6,2026-08-29T09:18
student_005,ch0,0,7,2026-08-29T09:21
student_005,ch0,0,8,2026-08-29T09:23
student_005,ch0,0,9,2026-08-29T09:26
student_005,ch6,0,1,2026-08-29T09:28
student_005,ch6,0,2,2026-08-29T09:29
student_005,ch6,0,3,2026-08-29T09:31
student_005,ch6,0,4,2026-08-29T09:35
student_005,ch6,0,5,2026-08-29T09:36
student_005,ch4,0,1,2026-08-29T09:39
student_005,ch4,1,2,2026-08-29T09:40
student_005,ch4,1,3,2026-08-29T09:44
student_005,ch4,1,4,2026-08-29T09:45
student_005,ch4,1,5,2026-08-29T09:46
student_005,ch4,1,6,2026-08-29T09:47
student_005,ch4,1,7,2026-08-29T09:50
student_005,ch4,1,8,2026-08-29T09:52
student_005,ch5,0,1,2026-08-29T09:54
student_005,ch5,0,2,2026-08-29T09:58
student_005,ch5,0,3,2026-08-29T10:02
student_005,ch5,0,4,2026-08-29T10:06
student_005,ch5,0,5,2026-08-29T10:07
student_005,ch5,0,6,2026-08-29T10:08
student_005,ch5,0,7,2026-08-29T10:10
student_005,ch5,0,8,2026-08-29T10:13
student_005,ch3,1,1,2026-08-29T10:14
student_005,ch3,1,2,2026-08-29T10:18
student_005,ch3,1,3,2026-08-29T10:22
student_005,ch3,1,4,2026-08-29T10:24
student_005,ch3,1,5,2026-08-29T10:27
student_005,ch3,1,6,2026-08-29T10:31
student_005,ch7,0,1,2026-08-29T10:33
student_005,ch7,0,2,2026-08-29T10:35
student_005,ch7,0,3,2026-08-29T10:38
student_005,ch7,0,4,2026-08-29T10:39
student_005,ch7,0,5,2026-08-29T10:42
student_005,ch7,0,6,2026-08-29T10:45
student_005,ch2,0,1,2026-08-29T10:49
student_005,ch2,0,2,2026-08-29T10:53
student_005,ch2,0,3,2026-08-29T10:54
student_005,ch2,0,4,2026-08-29T10:57
student_005,ch2,0,5,2026-08-29T10:58
student_005,ch2,0,6,2026-08-29T10:59
student_005,ch2,0,7,2026-08-29T11:02
student_005,ch2,0,8,2026-08-29T11:04
student_005,ch1,0,1,2026-08-29T11:07
student_005,ch1,1,2,2026-08-29T11:11
student_005,ch1,0,3,2026-08-29T11:15
student_005,ch1,0,4,2026-08-29T11:19
student_005,ch1,0,5,2026-08-29T11:22
student_005,ch1,0,6,2026-08-29T11:23
student_005,ch1,0,7,2026-08-29T11:26
student_005,ch1,0,8,2026-08-29T11:30
student_005,ch1,0,9,2026-08-29T11:34
student_005,ch1,0,10,2026-08-29T11:35
student_006,ch3,0,1,2026-08-29T09:04
student_006,ch3,0,2,2026-08-29T09:06
student_006,ch3,0,3,2026-08-29T09:10
student_006,ch3,0,4,2026-08-29T09:11
student_006,ch3,1,5,2026-08-29T09:13
student_006,ch1,0,1,2026-08-29T09:17
student_006,ch1,1,2,2026-08-29T09:19
student_006,ch1,0,3,2026-08-29T09:22
student_006,ch1,0,4,2026-08-29T09:26
